source_path,base_experiment_id,sim_economy_mode,sim_market_spend_mode,sim_price_band_mode,sim_market_choice_mode,fresh_gate_pass,ml_gate_pass,actual_balanced_none,actual_balanced_v9,actual_balanced_delta,actual_power_none,actual_power_v9,actual_power_delta,predicted_balanced_none,predicted_balanced_v9,predicted_balanced_delta,predicted_power_none,predicted_power_v9,predicted_power_delta,recommendation_score
logs/sim/runtime_station_pool_economy_r040_p20_r80_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_v1,trace_only,none,none,none,0,0,0.525,0.45,-0.075,0.6,0.5125,-0.0875,0.5417,0.4792,-0.0625,0.6032,0.5488,-0.0544,-2.7087
logs/sim/runtime_station_pool_economy_r045_p20_r80_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_v1,trace_only,none,none,none,0,0,0.525,0.45,-0.075,0.6,0.5125,-0.0875,0.5417,0.4792,-0.0625,0.6032,0.5488,-0.0544,-2.7087
logs/sim/runtime_station_pool_economy_r050_p18_r80_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_v1,trace_only,none,none,none,0,0,0.525,0.4625,-0.0625,0.6,0.4875,-0.1125,0.5417,0.4792,-0.0625,0.6032,0.5488,-0.0544,-2.74
logs/sim/runtime_station_pool_s8_boss_t095_r80_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_v1,trace_only,none,none,none,0,0,0.5375,0.4625,-0.075,0.6375,0.5375,-0.1,0.5417,0.4792,-0.0625,0.6032,0.5488,-0.0544,-2.74
logs/sim/runtime_station_pool_economy_r040_p18_r80_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_v1,trace_only,none,none,none,0,0,0.525,0.45,-0.075,0.6,0.5,-0.1,0.5417,0.4792,-0.0625,0.6032,0.5488,-0.0544,-2.7587
logs/sim/runtime_station_pool_control_r80_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_v1,trace_only,none,none,none,0,0,0.525,0.4375,-0.0875,0.6,0.5125,-0.0875,0.5417,0.4792,-0.0625,0.6032,0.5488,-0.0544,-2.7775
logs/sim/runtime_station_pool_market_choice_v2_r80_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_v1,trace_only,none,none,none,0,0,0.525,0.4375,-0.0875,0.6,0.5125,-0.0875,0.5417,0.4792,-0.0625,0.6032,0.5488,-0.0544,-2.7775
logs/sim/runtime_station_pool_slot_replace_cheapest_r80_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_v1,trace_only,none,none,none,0,0,0.525,0.4375,-0.0875,0.6,0.5125,-0.0875,0.5417,0.4792,-0.0625,0.6032,0.5488,-0.0544,-2.7775
logs/sim/runtime_station_pool_economy_r045_p22_r80_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_v1,trace_only,none,none,none,0,0,0.525,0.4375,-0.0875,0.6,0.5,-0.1,0.5417,0.4792,-0.0625,0.6032,0.5488,-0.0544,-2.8275
logs/sim/runtime_station_pool_cost_only_no_replacement_r80_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_v1,trace_only,none,none,none,0,0,0.525,0.425,-0.1,0.6,0.5125,-0.0875,0.5417,0.4792,-0.0625,0.6032,0.5488,-0.0544,-2.8462
logs/sim/runtime_station_pool_economy_r050_p16_r80_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068_runtime_station_pool_v1,trace_only,none,none,none,0,0,0.525,0.425,-0.1,0.6,0.5125,-0.0875,0.5417,0.4792,-0.0625,0.6032,0.5488,-0.0544,-2.8462
logs/sim/economy_price_band_v1_r20_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,rarity_category_v1,none,0,0,0.55,0.45,-0.1,0.75,0.5,-0.25,0.5856,0.5491,-0.0365,0.702,0.6053,-0.0966,-3.4912
logs/sim/economy_runtime_v91_preflight_r1_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,gated_known_cost,reroll_slot_sell_v1,catalog_normalized_v1,affordable_alternative_v1,0,0,1.0,1.0,0.0,1.0,0.0,-1.0,0.6055,0.6416,0.0361,0.681,0.5867,-0.0944,-6.1166
logs/sim/run_modifier_high_stakes_market_pressure_effective_t104_r1_preflight_summary.json,base_score_curve_v2_boss_constraint_pool_v4_s1_soft_v2_late_guard_v1_s1_resource_weighted_boss_v3_late_boss_068,trace_only,none,none,none,0,0,1.0,0.0,-1.0,0.0,0.0,0.0,0.5957,0.415,-0.1807,0.4839,0.5112,0.0273,-6.8068
